case_id,slide_id,label
0,530735,placeholder
0,530734,placeholder
0,530733,placeholder
0,530732,placeholder
0,530731,placeholder
0,530730,placeholder
0,530729,placeholder
0,530728,placeholder
0,530727,placeholder
0,530726,placeholder
0,530725,placeholder
0,530724,placeholder
0,530723,placeholder
0,530722,placeholder
0,530721,placeholder
0,530720,placeholder
0,530719,placeholder
0,530718,placeholder
0,530717,placeholder
0,530716,placeholder
0,530715,placeholder
0,530714,placeholder
0,530712,placeholder
0,530710,placeholder
0,530709,placeholder
0,530708,placeholder
0,530707,placeholder
0,530706,placeholder
0,530705,placeholder
0,530704,placeholder
0,530702,placeholder
0,530701,placeholder
0,530700,placeholder
0,530698,placeholder
0,530697,placeholder
0,530696,placeholder
0,530695,placeholder
0,530694,placeholder
0,530693,placeholder
0,530691,placeholder
0,530690,placeholder
0,530689,placeholder
0,530688,placeholder
0,530687,placeholder
0,530686,placeholder
0,530684,placeholder
0,530683,placeholder
0,530682,placeholder
0,530681,placeholder
0,530679,placeholder
0,530678,placeholder
0,530677,placeholder
0,530676,placeholder
0,530675,placeholder
0,530674,placeholder
0,530673,placeholder
0,530672,placeholder
0,530670,placeholder
0,530669,placeholder
0,530668,placeholder
0,530667,placeholder
0,530666,placeholder
0,530665,placeholder
0,530662,placeholder
0,530661,placeholder
0,529948,placeholder
0,529889,placeholder
0,529888,placeholder
0,529886,placeholder
0,529882,placeholder
0,529881,placeholder
0,529879,placeholder
0,529877,placeholder
0,529875,placeholder
0,529873,placeholder
0,529871,placeholder
0,529869,placeholder
0,529867,placeholder
0,529865,placeholder
0,529863,placeholder
0,529861,placeholder
0,529859,placeholder
0,529857,placeholder
0,529855,placeholder
0,529853,placeholder
0,529851,placeholder
0,529850,placeholder
0,529846,placeholder
0,529843,placeholder
0,529841,placeholder
0,529837,placeholder
0,529834,placeholder
0,529831,placeholder
0,529829,placeholder
0,529827,placeholder
0,529826,placeholder
0,529824,placeholder
0,529822,placeholder
0,529820,placeholder
0,529818,placeholder
0,529817,placeholder
0,518188,placeholder
0,518185,placeholder
0,518176,placeholder
0,518167,placeholder
0,518166,placeholder
0,518165,placeholder
0,518161,placeholder
0,518160,placeholder
0,518159,placeholder
0,518158,placeholder
0,518157,placeholder
0,518156,placeholder
0,518155,placeholder
