,train,val,test
1508560G-N,True,False,False
500203D,True,False,False
500203-F-Y,True,False,False
500203-D-Y,True,False,False
1512129I-N,True,False,False
1813872A,True,False,False
1813872B,True,False,False
1813872C,True,False,False
1813872D,True,False,False
1813872E,True,False,False
3maintenance10-P001813872B,True,False,False
1713372B,True,False,False
1713372E,True,False,False
1713372F,True,False,False
P001713372B,True,False,False
225841-N-N,True,False,False
225841-L-N,True,False,False
2004610B-Y,True,False,False
1814971B,True,False,False
1814971C,True,False,False
1814971G,True,False,False
1814971H,True,False,False
1814971I,True,False,False
2-P001814971B,True,False,False
1911849B-Y,True,False,False
1946957B-Y,True,False,False
1902979C-N,True,False,False
1949160-C-N,True,False,False
1949160-A-N,True,False,False
1427159G-Y,True,False,False
P001716341A,True,False,False
1908223B-Y,True,False,False
2000957A-Y,True,False,False
902765,True,False,False
902765C,True,False,False
P000902765B,True,False,False
1802840A-Y,True,False,False
109418-X-N,True,False,False
109418-E-N,True,False,False
109418-G-N,True,False,False
1902079B-N,True,False,False
120099,True,False,False
200099-H-Y,True,False,False
200099-O-Y,True,False,False
201611-F-N,True,False,False
201611G-N,True,False,False
1623931C-Y,True,False,False
224800A,True,False,False
224800C,True,False,False
224800D,True,False,False
224800E,True,False,False
224800F,True,False,False
224800H,True,False,False
224800I,True,False,False
224800J,True,False,False
224800K,True,False,False
224800L,True,False,False
224800M,True,False,False
224800N,True,False,False
224800O,True,False,False
224800P,True,False,False
224800Q,True,False,False
224800R,True,False,False
224800S,True,False,False
224800T,True,False,False
224800U,True,False,False
224800V,True,False,False
224800W,True,False,False
224800X,True,False,False
224800Y,True,False,False
3-maintenance6-P001224800K,True,False,False
2-P001224800L,True,False,False
227953A,True,False,False
227953B,True,False,False
227953C,True,False,False
227953D,True,False,False
227953H,True,False,False
227953I,True,False,False
P001227953B,True,False,False
1707649A,True,False,False
1707649C,True,False,False
1707649D,True,False,False
1707649E,True,False,False
1707649F,True,False,False
1707649G,True,False,False
P001707649A,True,False,False
1229332C-N,True,False,False
1628757C,True,False,False
1628757D,True,False,False
1628757F,True,False,False
2-P001628757C,True,False,False
3-maintenance3-P001628757B,True,False,False
1628757G,True,False,False
1924942C-Y,True,False,False
1325470C-N,True,False,False
1610403-B-Y,True,False,False
1610403A-Y,True,False,False
1525978,True,False,False
1525978A,True,False,False
1525978B,True,False,False
1525978C,True,False,False
1525978D,True,False,False
1525978E,True,False,False
1525978G,True,False,False
1525978O,True,False,False
1525978R,True,False,False
1525978S,True,False,False
1525978T,True,False,False
1525978U,True,False,False
1525978V,True,False,False
1525978X,True,False,False
1525978Z4,True,False,False
1525978Z6,True,False,False
1525978Z7,True,False,False
1525978Z8,True,False,False
1525978Z99,True,False,False
2-1613704B,True,False,False
1610648I-Y,True,False,False
1612595C,True,False,False
1631378A-Y,True,False,False
1805432D,True,False,False
P001805432A,True,False,False
1702510F,True,False,False
2014353A-Y,True,False,False
3mainttenance7-P001731444E,True,False,False
1735362J-Y,True,False,False
1739558A,True,False,False
1739558C,True,False,False
1739558D,True,False,False
1739558E,True,False,False
1739558F,True,False,False
1739558G,True,False,False
1739558H,True,False,False
3-maintenance9-P001739558B,True,False,False
P00181938C,True,False,False
1810938E-N,True,False,False
1810938D-N,True,False,False
1810938E-1-N,True,False,False
1828187C,True,False,False
3mainttenance4-P001828187A,True,False,False
1828187A,True,False,False
1828187B,True,False,False
1828186-B-Y,True,False,False
1907335B-Y,True,False,False
1920531A-Y,True,False,False
1920532A-Y,True,False,False
1922917A-N,True,False,False
1922917B-N,True,False,False
1929771-A-Y,True,False,False
1935769C-Y,True,False,False
2010717A-Y,True,False,False
P001210190K,True,False,False
210190,True,False,False
210190A,True,False,False
210190C,True,False,False
210190D,True,False,False
210190F,True,False,False
210190G,True,False,False
210190H,True,False,False
210190I,True,False,False
210190M,True,False,False
210190N,True,False,False
210190O,True,False,False
210190P,True,False,False
210190Q,True,False,False
210190S,True,False,False
210190U,True,False,False
210190V,True,False,False
210190Y,True,False,False
P001832850D,False,True,False
1832850C,False,True,False
1832850D,False,True,False
1739259-G-Y,False,True,False
1739259-E-Y,False,True,False
1625960A,False,True,False
1625960B,False,True,False
1625960C,False,True,False
1625960D,False,True,False
1625960F,False,True,False
1625960G,False,True,False
1625960H,False,True,False
1625960I,False,True,False
1625960J,False,True,False
1625960L,False,True,False
P001625960G,False,True,False
411477-A-N,False,True,False
411477-A-N-1,False,True,False
1736414F,False,True,False
1805427D,False,True,False
1805427E,False,True,False
1805427F,False,True,False
1805427G,False,True,False
1805427H,False,True,False
3maintenance2-P001805427B,False,True,False
1805428F-Y,False,True,False
1832548A,False,True,False
1839956B-Y,False,True,False
312402Q,False,True,False
312402,False,True,False
312402A,False,True,False
312402B,False,True,False
312402C,False,True,False
312402D,False,True,False
312402E,False,True,False
312402F,False,True,False
312402G,False,True,False
312402H,False,True,False
312402N,False,True,False
312402O,False,True,False
312402P,False,True,False
312402V,False,True,False
312402R,False,True,False
312402S,False,True,False
312402T,False,True,False
1822186A,False,True,False
1613742F,False,True,False
421183F,False,True,False
21609002G,False,True,False
1609002I,False,True,False
1609002A,False,True,False
1609002B,False,True,False
1609002D,False,True,False
1609002E,False,True,False
1609002F,False,True,False
1609002H,False,True,False
1609002J,False,True,False
1609002K,False,True,False
1609002L,False,True,False
1609002M,False,True,False
1609002N,False,True,False
1609002O,False,True,False
1609002P,False,True,False
1609002P1,False,True,False
1609002Y,False,True,False
1717035D,False,True,False
1801211-B-Y,False,True,False
1801211B-Y,False,True,False
1801211-C-Y,False,True,False
2008628A-Y,False,True,False
522963,False,False,True
1941494-F-Y,False,False,True
1941494-C-Y,False,False,True
1941494-D-Y,False,False,True
1941494-G-Y,False,False,True
1941494-H-Y,False,False,True
407984J,False,False,True
407984-T-N,False,False,True
P001823176F,False,False,True
223338G,False,False,True
223338-F-N,False,False,True
1813206C,False,False,True
1813206F,False,False,True
1813206G,False,False,True
1813206H,False,False,True
1813206I,False,False,True
3-maintenance1-P001813206B,False,False,True
2013094B-Y,False,False,True
220725D,False,False,True
P001220725D,False,False,True
220725B,False,False,True
220725C,False,False,True
220725G,False,False,True
220725I,False,False,True
220725J,False,False,True
220725K,False,False,True
220725L,False,False,True
220725M,False,False,True
220725N,False,False,True
220725O,False,False,True
2010277B-Y,False,False,True
1431983H-1-N,False,False,True
1431983H-2-N,False,False,True
420978-F-Y,False,False,True
420978-A-Y,False,False,True
420978-D-Y,False,False,True
420978G-Y,False,False,True
1632152C,False,False,True
1809923A,False,False,True
1809923B,False,False,True
2-P001809923A,False,False,True
1922271A-Y,False,False,True
1950280-D-Y,False,False,True
1950280-E-Y,False,False,True
2010109A-Y,False,False,True
