,train,val,test
0,1508560G-N,522963,500203D
1,P001832850D,1941494-F-Y,500203-F-Y
2,1832850C,1941494-C-Y,500203-D-Y
3,1832850D,1941494-D-Y,1512129I-N
4,1739259-G-Y,1941494-G-Y,1813872A
5,1739259-E-Y,1941494-H-Y,1813872B
6,1713372B,407984J,1813872C
7,1713372E,407984-T-N,1813872D
8,1713372F,P001823176F,1813872E
9,P001713372B,223338G,3maintenance10-P001813872B
10,225841-N-N,223338-F-N,1946957B-Y
11,225841-L-N,1813206C,1902979C-N
12,1625960A,1813206F,1908223B-Y
13,1625960B,1813206G,1902079B-N
14,1625960C,1813206H,1628757C
15,1625960D,1813206I,1628757D
16,1625960F,3-maintenance1-P001813206B,1628757F
17,1625960G,2013094B-Y,2-P001628757C
18,1625960H,220725D,3-maintenance3-P001628757B
19,1625960I,P001220725D,1628757G
20,1625960J,220725B,1924942C-Y
21,1625960L,220725C,1525978
22,P001625960G,220725G,1525978A
23,2004610B-Y,220725I,1525978B
24,411477-A-N,220725J,1525978C
25,411477-A-N-1,220725K,1525978D
26,1814971B,220725L,1525978E
27,1814971C,220725M,1525978G
28,1814971G,220725N,1525978O
29,1814971H,220725O,1525978R
30,1814971I,2010277B-Y,1525978S
31,2-P001814971B,1431983H-1-N,1525978T
32,1736414F,1431983H-2-N,1525978U
33,1805427D,420978-F-Y,1525978V
34,1805427E,420978-A-Y,1525978X
35,1805427F,420978-D-Y,1525978Z4
36,1805427G,420978G-Y,1525978Z6
37,1805427H,1632152C,1525978Z7
38,3maintenance2-P001805427B,1809923A,1525978Z8
39,1805428F-Y,1809923B,1525978Z99
40,1911849B-Y,2-P001809923A,1612595C
41,1949160-C-N,1922271A-Y,1631378A-Y
42,1949160-A-N,1950280-D-Y,1805432D
43,1832548A,1950280-E-Y,P001805432A
44,1839956B-Y,2010109A-Y,3mainttenance7-P001731444E
45,1427159G-Y,,1735362J-Y
46,P001716341A,,1828187C
47,2000957A-Y,,3mainttenance4-P001828187A
48,902765,,1828187A
49,902765C,,1828187B
50,P000902765B,,1828186-B-Y
51,312402Q,,1922917A-N
52,312402,,1922917B-N
53,312402A,,
54,312402B,,
55,312402C,,
56,312402D,,
57,312402E,,
58,312402F,,
59,312402G,,
60,312402H,,
61,312402N,,
62,312402O,,
63,312402P,,
64,312402V,,
65,312402R,,
66,312402S,,
67,312402T,,
68,1822186A,,
69,1802840A-Y,,
70,109418-X-N,,
71,109418-E-N,,
72,109418-G-N,,
73,120099,,
74,200099-H-Y,,
75,200099-O-Y,,
76,201611-F-N,,
77,201611G-N,,
78,1623931C-Y,,
79,224800A,,
80,224800C,,
81,224800D,,
82,224800E,,
83,224800F,,
84,224800H,,
85,224800I,,
86,224800J,,
87,224800K,,
88,224800L,,
89,224800M,,
90,224800N,,
91,224800O,,
92,224800P,,
93,224800Q,,
94,224800R,,
95,224800S,,
96,224800T,,
97,224800U,,
98,224800V,,
99,224800W,,
100,224800X,,
101,224800Y,,
102,3-maintenance6-P001224800K,,
103,2-P001224800L,,
104,227953A,,
105,227953B,,
106,227953C,,
107,227953D,,
108,227953H,,
109,227953I,,
110,P001227953B,,
111,1707649A,,
112,1707649C,,
113,1707649D,,
114,1707649E,,
115,1707649F,,
116,1707649G,,
117,P001707649A,,
118,1229332C-N,,
119,1325470C-N,,
120,1613742F,,
121,421183F,,
122,1610403-B-Y,,
123,1610403A-Y,,
124,2-1613704B,,
125,21609002G,,
126,1609002I,,
127,1609002A,,
128,1609002B,,
129,1609002D,,
130,1609002E,,
131,1609002F,,
132,1609002H,,
133,1609002J,,
134,1609002K,,
135,1609002L,,
136,1609002M,,
137,1609002N,,
138,1609002O,,
139,1609002P,,
140,1609002P1,,
141,1609002Y,,
142,1610648I-Y,,
143,1702510F,,
144,2014353A-Y,,
145,1717035D,,
146,1739558A,,
147,1739558C,,
148,1739558D,,
149,1739558E,,
150,1739558F,,
151,1739558G,,
152,1739558H,,
153,3-maintenance9-P001739558B,,
154,1801211-B-Y,,
155,1801211B-Y,,
156,1801211-C-Y,,
157,P00181938C,,
158,1810938E-N,,
159,1810938D-N,,
160,1810938E-1-N,,
161,1907335B-Y,,
162,1920531A-Y,,
163,1920532A-Y,,
164,1929771-A-Y,,
165,1935769C-Y,,
166,2008628A-Y,,
167,2010717A-Y,,
168,P001210190K,,
169,210190,,
170,210190A,,
171,210190C,,
172,210190D,,
173,210190F,,
174,210190G,,
175,210190H,,
176,210190I,,
177,210190M,,
178,210190N,,
179,210190O,,
180,210190P,,
181,210190Q,,
182,210190S,,
183,210190U,,
184,210190V,,
185,210190Y,,
